lm_0_prob,lm_1_prob,lm_2_prob,lm_3_prob,lm_4_prob,lm_5_prob,lm_6_prob,lm_7_prob,lm_8_prob,lm_9_prob,lm_10_prob,lm_11_prob,lm_12_prob,lm_13_prob,lm_14_prob,lm_15_prob,lm_16_prob,lm_17_prob,lm_18_prob,lm_19_prob,lm_20_prob,y
0.6833596111124556,0.0018047555509599,1.122295222943497e-07,8.937207018482173e-10,2.673234976467596e-15,4.1001432767735794e-05,2.7708067155762894e-17,2.479683801833024e-15,1.5129588223520238e-06,0.3147704007043808,1.5457298489801862e-13,9.328031030428531e-17,1.1393158020526188e-10,1.9255826016931576e-05,2.747912449865058e-19,7.629079721471723e-22,8.548281190697482e-16,2.404744263655975e-07,3.758888246149995e-09,7.137600511830936e-15,3.104943939696135e-06,1
6.3688073022968765e-59,2.482323328490112e-52,1.1515012406166822e-32,1.0268632439018983e-50,1.1040994616970578e-79,1.4113581859262713e-44,4.048049417714644e-172,2.101145976252345e-155,5.366371759357705e-67,5.5152259012068174e-24,2.6902195468642364e-69,9.361458743257548e-82,9.92039588839896e-59,3.3549216535262106e-19,2.7897692434672597e-77,2.595312639026712e-45,1.2449040841416303e-32,1.334950162014268e-06,0.999987557054484,1.90579710620976e-10,1.1107804774360803e-05,0
7.047169008131786e-05,0.0008838398112805,4.416401256607349e-06,3.491368876357257e-10,9.152383739076844e-15,0.1977469194716607,2.1319913592686493e-08,1.0300805356717763e-10,4.950794781267179e-11,0.7965897048133023,2.123574987264801e-08,8.898570687098829e-14,2.5346713436652587e-12,0.0046629097285159,5.879229865448939e-11,8.503723370097313e-08,8.559488555330741e-08,4.1519363559745785e-05,4.969129735214714e-09,2.1535405281029108e-15,3.502504388079543e-13,1
0.9382111474139244,8.822441591936949e-09,1.243004366456717e-12,2.1342210597334539e-07,1.8434227491247026e-08,0.0002099779613902,1.1252041260137668e-12,5.782378116020026e-14,9.915906334442286e-06,0.0047944059363841,0.0500312184129027,3.0910582453951026e-07,1.3208114025586048e-13,1.7617282165035328e-07,1.246176506637988e-12,1.1486995409256614e-10,4.057033042916527e-13,5.559000631287089e-10,0.0067426074855268,2.490035800661881e-10,2.131584872742604e-12,0
1.4047069640728844e-05,0.7274859022657277,6.628639968148537e-06,7.2490620649691e-09,1.4773245714049501e-15,0.0038092555572138,2.0214784825099616e-05,0.0001063776213292,1.0166931810843792e-07,0.2683904524844173,1.266000799366821e-06,1.2312973197732768e-06,1.3584785044434217e-06,0.0001612485593418,3.510538207726411e-17,3.1041425492657223e-11,1.9081217367946178e-06,6.2962091898263306e-12,1.3019362178394262e-10,1.4334447876438366e-13,3.311917469792835e-11,1
2.533524803337323e-23,2.3456346559937986e-21,1.4874474323914838e-17,1.7437602927913493e-15,2.0557212171466893e-09,2.275660186555408e-12,8.701820142461055e-06,0.2657180714717846,0.0003703009961406,5.966689118539378e-21,9.263456819987324e-05,0.627464988112533,0.1063453009732006,7.284074145145818e-22,2.142122600915936e-22,1.2865957415212533e-17,2.0061491868141866e-19,2.433082748172169e-31,1.1083882213383856e-33,8.41066092152975e-21,2.7744228151731586e-18,0
4.986296167880592e-20,2.122024524541689e-25,5.172177558667784e-11,6.768397801068483e-07,1.3317634151206088e-14,6.866592061832825e-12,1.2086402812877593e-10,1.0226650808381072e-17,1.5388140499058812e-16,4.328995158296625e-08,1.061870025409543e-07,9.214750406391342e-15,1.0214251632236488e-11,0.9977841230724238,0.0014678796440289,0.0007164567963768,1.9837064059152475e-11,5.996802157398233e-13,7.175155784475693e-12,3.07139495459324e-05,3.5886583112760453e-12,0
1.4058575420083166e-17,1.3314132421180626e-15,1.1119942743051905e-11,0.0039181833551547,0.9938485518596528,0.0001924329302896,1.7253360530258025e-08,4.146868957017822e-09,7.51973040763168e-07,2.904431950868911e-07,1.1269141166851577e-06,5.4002553394690735e-08,3.501443857131142e-09,3.484567321402008e-11,0.0001888811253809,3.589472324774204e-09,3.738039835596296e-06,2.8803762981096443e-13,1.0219506670817802e-06,0.0018449387623525,1.0636013767969364e-10,0
2.426132744813669e-23,6.3282167192493836e-27,3.33245202960606e-16,5.285960537327615e-06,0.8878626600710179,8.596852649300926e-74,4.864357336537299e-27,0.1121320538647553,8.853322480266242e-16,4.2804544637172046e-83,3.169196278582562e-29,4.19750271743319e-25,5.247570776843013e-22,2.1215314744369865e-48,3.076707796308296e-27,1.1980671969935616e-42,1.0368852413267091e-10,5.6042078388675394e-36,1.3747514236179998e-27,3.3152773078849595e-28,1.3227675616062765e-29,0
3.5837181278773707e-121,7.701198391441606e-86,1.16741243849185e-83,3.6530777379638597e-79,1.4445143979082764e-29,6.75368806473925e-90,1.83315258753958e-07,0.0006788364816291,0.9993209772848248,4.666314648076517e-38,6.878569850016763e-17,5.118119149501258e-16,2.9182868072358547e-09,2.461670496908338e-176,1.0411041389833152e-72,1.5086765038822504e-34,6.320336641376659e-22,1.87698455669068e-166,5.212249934821104e-67,2.9816265284389424e-63,9.171997525667226e-51,0
