lm_0_prob,lm_1_prob,lm_2_prob,lm_3_prob,lm_4_prob,lm_5_prob,lm_6_prob,lm_7_prob,lm_8_prob,lm_9_prob,lm_10_prob,lm_11_prob,lm_12_prob,lm_13_prob,lm_14_prob,lm_15_prob,lm_16_prob,lm_17_prob,lm_18_prob,lm_19_prob,lm_20_prob
0.17335809242908395,0.04598596173395862,0.001608985289060531,7.203890481985155e-05,7.436430121071205e-07,0.00679604906102658,0.08974810697581652,2.7792644255175115e-06,1.736442442172007e-09,0.015412787777503822,0.03650901936702099,1.398870140934384e-06,0.00021890290544777013,0.0025910868090009993,0.0001486867752732232,0.0002707346048894019,1.03160642719158e-05,0.11720668505540408,0.0017233820972656238,0.013289706936058639,0.4950445337000767
5.564458886017176e-13,8.777601196385516e-11,2.534250281924208e-17,1.9229854297144814e-14,9.937495204113335e-06,2.2817966725786614e-13,1.337502752085907e-09,0.010954893127490137,0.014968881219032183,7.331759022592604e-23,1.4096643861052483e-21,0.9740433665628881,2.18583786282906e-05,1.0932675969957708e-20,1.5846995722998646e-17,4.6982826771251375e-09,6.453410551092452e-12,9.659868582620648e-16,2.8342445340205104e-25,1.0103840902757756e-09,1.0560755534385122e-06
0.7388488411108852,1.3432948648403117e-05,3.348908207037489e-14,3.687254699828992e-08,0.00034821165677122336,0.07707708037247576,8.525755453766993e-11,3.998647237018224e-11,2.0907337181104087e-12,0.0002530587596194996,4.205277372775468e-05,1.701083054662028e-06,1.501033632304871e-05,0.05100680800214443,0.12291415731746413,1.9859365861604742e-05,0.00945974855617756,9.821164718649206e-14,6.803222657033996e-10,3.650416318944276e-11,7.13019274355769e-15
2.7037841287537538e-11,5.522118233922728e-15,1.9185414902495845e-15,1.2316497542556788e-17,2.6835281311180093e-16,0.00012330932696483094,6.959309091962363e-28,6.977236837104495e-23,6.553435685372185e-17,0.9998632105599933,1.0021112338737012e-20,3.770844796121832e-15,1.2353623672845983e-10,1.3478387547994085e-05,1.6851452453306805e-19,8.504898413563427e-27,7.029269084080717e-11,1.5033275537647352e-09,2.3696031919994077e-22,1.1304894243061257e-15,1.2869287547068947e-12
0.9957417723974142,1.1789731648214709e-06,1.606984047206753e-10,1.0126602597021671e-14,1.3839153253014432e-20,1.8741918556992906e-11,2.5015695164149364e-18,1.0036023182280413e-14,9.885257211586422e-12,0.004257032829945815,5.4690637152512215e-21,1.8747211723150415e-21,2.1816769618601528e-17,1.557368410470074e-08,2.552639805511203e-20,4.763293857944469e-21,3.6425741902117686e-19,7.2179586258178996e-12,1.0691217805257569e-13,9.446360734316925e-20,2.9120252640130476e-11
2.060037108302221e-06,1.9330896872562555e-17,2.1229113144196562e-12,9.852789686200533e-09,8.27890811194718e-07,4.032756734858701e-08,0.00028597895213056107,0.07626044766246742,0.023048385357146275,4.123685250386331e-05,6.375936284539295e-06,6.0849713989459854e-05,3.3882015497076574e-08,0.0005473221366159023,2.9482533831814184e-08,5.684113474300358e-05,6.28911478160749e-11,6.111476869516116e-06,0.7510748119351955,0.148305625522266,0.00030301178194786757
2.883844073024205e-08,1.3367930302265946e-10,9.06718272828981e-12,4.390839773826479e-21,1.2067836155444586e-19,0.0005540907342023313,3.804974538728629e-24,7.160952987006533e-16,5.143048081615977e-16,0.9994446125268603,2.2349838725172455e-19,1.2499623235871765e-17,9.13929134699854e-14,1.2662689205017374e-06,1.2072695799700404e-22,7.09764778187741e-26,5.9761653845678765e-15,9.32822815758481e-12,1.620307015654972e-20,2.2539363235027044e-13,1.4791770805223756e-09
7.678345348484009e-08,4.112294125830054e-07,6.274416457154036e-08,2.437080604823192e-07,1.4863572062846527e-08,0.45760334027724614,2.5553909375219415e-10,3.397920132080489e-10,1.2436088311389804e-11,0.542395462122449,2.2172625460904725e-08,1.1162982874301329e-11,7.363658169143104e-13,3.007569303326067e-07,1.9938349121389225e-11,6.411891529052754e-10,1.5446773867024763e-10,2.012109802327364e-08,6.369855932111134e-11,3.1757530791775576e-12,4.371885162488222e-08
1.8089409663894426e-09,7.575492617816868e-16,5.879146348065582e-16,2.4288885538415646e-12,1.9712160906745164e-07,6.685520295860475e-19,0.9100537032645405,0.00639994247103363,2.479549247873783e-09,1.6057315340857221e-16,0.04781969282929697,6.727620829668377e-07,6.950649762960054e-05,2.034965508485289e-22,5.5098892645138666e-12,0.0350511172802159,7.108762295099422e-06,1.022944237263775e-15,1.1641562479265644e-11,0.0003501919318705429,0.000247862771352669
2.8750866676334545e-07,5.456932287699896e-07,6.189327308791556e-05,0.000519423872106037,5.730380539718472e-07,0.027268612333905408,0.032435095049928704,1.1407135527764834e-05,2.9374870510788026e-09,0.029256350639889152,4.0271425420007445e-08,5.465992504418874e-10,4.902868127389914e-11,0.9104392879584626,2.4782341225387115e-10,8.859598485248486e-16,1.2689488340269595e-10,8.084862164686928e-09,8.625898131414442e-15,6.4711352461686975e-06,9.776621766020098e-11
