LDA_feature,y
-1.2045027134580437,1
0.810945792989195,0
-1.1897932371262823,1
-1.0123601310876302,0
-0.7503800864169557,1
0.9645588717383732,0
0.3892319596402566,0
2.042581488875574,0
2.0468789877650773,0
2.1812824376631466,0
-0.5485411656351658,1
0.30267805453132374,1
0.1361577889296128,0
-0.5765509012223033,1
0.824992979995834,0
-0.8580638338248499,1
0.6501295430769812,1
-1.1389699955899477,0
-1.3372804424624842,1
-1.350009408470336,0
-1.320624655182852,1
0.1279814542025633,1
-0.18075617223621016,0
2.1771137672464715,0
0.9805140565880849,1
-1.329791250805447,1
0.3813608073778961,0
1.5246415449060717,0
0.5491502577210161,0
2.031723531542392,0
0.684356040863794,0
0.09776631972220229,0
-0.9854229181552292,1
-0.6752671015386725,1
-1.2077724286974443,0
0.8207361687050065,0
1.1733703364021524,0
1.5754699457535952,0
0.12533049520947095,1
-0.7851311213797267,1
-1.3254357759278246,1
-1.1062645253350045,1
2.1783620382635345,0
2.1270281506295627,0
-0.6647377748440912,1
-1.3508339461529062,1
0.38737003610192666,0
-1.3478170531540952,1
-0.9984361513612262,1
-0.1184002725229072,0
-1.3465121730144818,1
2.028330918663373,0
1.6912332145067361,0
0.5483059470183019,1
-0.8249280135967172,1
-0.5417116187508391,0
-0.9986774569776881,1
0.5558574692247856,1
1.1086850324700073,0
1.8380143830875273,0
0.21224263800149787,0
0.7987691966428887,0
0.8726860147814604,0
-1.3507318456070172,1
0.5025111473310043,1
2.1312163893614193,0
-1.3196976249730068,1
1.1771891190709847,0
-1.3486940591328673,1
1.146055978491999,0
-0.8493488522900083,1
-1.3498554839204169,1
-1.3508260881187184,0
2.0734650547992755,0
0.5490064247394767,0
0.5490070102831174,0
-1.3508456921220056,1
-1.3508501062925196,1
0.2336090607148948,1
1.0987347586433691,0
-0.47341840419127545,1
0.5630537666890304,1
1.5081257690075114,0
-0.9956869066492674,1
-1.277148874102576,0
-1.3448307970412599,0
0.2530761464950985,1
0.44255932152893607,0
1.1461348469695167,0
1.1454088258279511,0
-1.3308092782187186,0
0.5479629750081724,0
-1.345518205157686,1
