lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
0.32802973509794625,0.7654071212950451,0.03827862443561524,0.3691643688764287,0.6818076939819373,0.026968509174792342,0.38999836992530007,0.5863140668966864,0.014598383980868138,0.40763184801169844,0.4958552914884115,0.0025751288050533845,0.42744839259410167,0.4415651192020083,-0.007909950716793047,0.329537575204039,0.4662386874036086,0.008905254697988604,0.32010422536856065,0.3313534288999817,-0.00426557478091923,0.3154979970218568,0.2624990280087989,-0.011040670494051424,0.3130644648971783,0.21857325010326173,-0.015400824730318771,0.3004312185630528,0.481678825436281,0.008023496534737065,0.2871795175481464,0.3347854722707304,-0.004785754904384404,0.2804994447790593,0.2524685727405365,-0.011879022030121639,0.27589348063254493,0.19471276560159156,-0.017521906959571416,0.2771609713528774,0.5177085941768913,0.007863581648946953,0.25595259723766783,0.39194516519981903,-0.005019412090086994,0.24732006631134593,0.32664026641106175,-0.013013596981688393,0.24289963368230127,0.28363147380231823,-0.018743261731390272,0.26056151384388165,0.5632487939266755,0.007911052572682046,0.2301854807119388,0.48890534624438053,-0.003698589267403414,0.21076831871536983,0.44076267411444964,-0.010431469706633601,0.19592923420226094,0.3992331581818361,-0.0149743773906762
0.29330791649413784,0.8515218263184751,0.05015436259764939,0.3384790172786003,0.7848023715436782,0.03463043148194439,0.3627467034283356,0.6940881991292384,0.01957845472012639,0.3869307778944828,0.6021883400251542,0.0065263608087778,0.40713202058130604,0.5390710882559161,-0.004191141547833538,0.3071484774745152,0.5597332302932961,0.01110742189075006,0.3086649633028726,0.41850733102166615,-0.0033046945920668543,0.31263136880789255,0.34323031129235765,-0.008850483246483305,0.31849928965219104,0.2950074174222348,-0.011576100243564067,0.27638800727445956,0.5644841887822319,0.014198415965046614,0.2716341302591607,0.41423753885966735,-0.002474621851334808,0.2735673276026811,0.32527784380972186,-0.009021676543942998,0.2780030648976464,0.26516471430022864,-0.012522311259199038,0.2528883170761777,0.5939833469803587,0.018874078959756648,0.2358654785295953,0.46837355362544486,0.004939817273657304,0.2346909161354598,0.40028883618258604,-0.0005193726701708049,0.2375494799311315,0.35667996915151884,-0.0032420252792539697,0.23859366846054492,0.6357809360194671,0.023813252044606797,0.2110829060610763,0.5517262546171717,0.012899069565240198,0.1973909352960207,0.4968458318829634,0.007505796818900859,0.1882772175949237,0.450645245598195,0.004605560864362486
0.28640199834791813,0.8789227496036811,0.06969469867975212,0.33364021686195294,0.8091559649367787,0.052612793639626836,0.3627810731327667,0.7272558246744512,0.03426857030272619,0.39367756469368304,0.6447315277120822,0.01733419849212227,0.4193898069969533,0.591537534525747,0.0031133955794970317,0.31286923298891434,0.588505218285071,0.01964924223698144,0.32305346763571685,0.4447573713092282,-0.002403478897212624,0.3340495788586738,0.3808254795342761,-0.01137581644312843,0.346082996209465,0.3482080893367033,-0.015271665739631221,0.28133319443328825,0.5874808788430508,0.02065211393158557,0.2860187169709506,0.4278331115498852,-0.0019565477024358555,0.29515992882722314,0.3406504123903304,-0.01060926309101639,0.30500814213929445,0.2837863553663506,-0.015402790791101427,0.2557718840240157,0.6122860929450091,0.023636970923629434,0.24128675710682912,0.48409454002095686,0.0047500056211414315,0.2411869482026431,0.4109555326388796,-0.003548893759791158,0.24512630313587855,0.3606448766914762,-0.00861323723964846,0.2394134501158002,0.6518663908461567,0.027264633323508352,0.21057610333583046,0.5729605644388728,0.012839575963695657,0.19494508697143118,0.5190959706455819,0.005758937393793594,0.1845600667608773,0.47140019994369536,0.001421097420309804
0.4060157130396087,0.7934823801786902,0.051504429266538615,0.4428892844624705,0.711520445745231,0.03738923516853081,0.4609188385180864,0.6208988938513028,0.02217399374109691,0.4829196665017383,0.545571475922997,0.007756655464010904,0.5029686657847441,0.49978785708807344,-0.005467049062721191,0.3952847433035794,0.4986872822646082,0.013590300413246843,0.3752582586571911,0.3631956001744149,-0.003974986607001643,0.3683967357224967,0.30128573959007315,-0.012869945257926122,0.3660430582887574,0.2671275410336809,-0.018397225789714176,0.36553992359676646,0.5180901351452689,0.012772095625759872,0.33842677301260804,0.38180716882842547,-0.0019740530346763485,0.3282611853215162,0.308199598518809,-0.010330006208017623,0.32268154151325107,0.2597631691921333,-0.017299800661651724,0.3438808487372068,0.5610502183849104,0.01278580079665479,0.3080855055564263,0.45162749421913595,-0.0013155085860825887,0.28765793080653557,0.3828669097220651,-0.013916635529876934,0.27333000987324735,0.3325631951993581,-0.0241377250446281,0.33180124707600134,0.6146093465057725,0.0131306210266064,0.2934063346069128,0.5619743307775577,0.00022568095128809584,0.26803050606653844,0.5290055454214453,-0.00904561378405555,0.2477033384861125,0.49883942103048223,-0.01594870043246644
0.43783495797237365,0.7538902864569929,0.043013955128854836,0.47746873084208696,0.6672593806619815,0.03545526288971398,0.49403247797000377,0.5930690608148511,0.024340764329132163,0.50962732355985,0.5281760357445564,0.012443539098619442,0.5239383730843613,0.48700366252077715,0.000920338909770186,0.42868551417266,0.4742657865861438,0.01312250844437048,0.3906841840688163,0.3472591215532531,-0.0010089867375544792,0.37328108892238554,0.2893911747320809,-0.008064123158720533,0.36158856880121415,0.2506341957111653,-0.012996234850971101,0.40024628151989966,0.49707145485448156,0.010078077776462462,0.36118062128289335,0.3602580755134887,-0.0041817560961878025,0.3400278649242427,0.2826948064610197,-0.013099779444938984,0.3245593714389443,0.22669636571053628,-0.02070501009266492,0.3788582364967142,0.5400901349924803,0.008563425909742451,0.33978021501374545,0.43040271349505327,-0.00412341488642191,0.3177479864480353,0.3683781259429156,-0.013570630374610749,0.30214682541834975,0.32317080205005594,-0.0210465911718636,0.36540508986754705,0.5902670942642084,0.007557151545937706,0.3250085183588032,0.5297498706295958,-0.003922785949241791,0.29923436800540004,0.49500812363808566,-0.010678715551314739,0.27885881483594754,0.4642428917357822,-0.015592370991055312
0.3876929651572167,0.7324944731444942,0.03970097723703959,0.42880768259871666,0.6514889412987899,0.03064613094490389,0.4508826349024588,0.5652881865860939,0.018321264097521082,0.4754897367120542,0.49589443531142985,0.005650027112208491,0.4962768943899254,0.45940634779001405,-0.005868886100854804,0.39062994382782906,0.43530959687098997,0.010371004030844969,0.36521222626982314,0.3003207280756277,-0.005127057168106193,0.35720048842587915,0.25745360236006953,-0.012463338565976256,0.3554232948972823,0.242420186407234,-0.016343187451139322,0.36125663449186424,0.4504165486663678,0.007045181949346942,0.3352709020564609,0.3026394132803497,-0.007325812055772686,0.32143577004683105,0.21958284251867813,-0.0167912818523325,0.3113014892965061,0.15928243201088332,-0.024821726770762206,0.3378748163999585,0.4871783557419793,0.004477443850043679,0.30805593773509,0.3639613694788661,-0.008679504665629927,0.2904492618756124,0.2895654102936973,-0.019765825285472237,0.2782261015534835,0.23351311015670012,-0.028639869789099506,0.3219024604359498,0.5341349551387865,0.002241483061027002,0.28691094852259447,0.45487235665160175,-0.009868402775080165,0.2638622335846208,0.4065312122906587,-0.01764043806135124,0.24589264666673138,0.36294944663149115,-0.023651733563516734
0.33768794041978367,0.6903498389061927,0.04707601685568138,0.3830188771465695,0.615989741500031,0.03340342403895522,0.40984610459610765,0.5280421412008383,0.016368535112386805,0.434871370298135,0.4483816710437499,-0.00043621814986982005,0.45671484971873605,0.39517873890593436,-0.015267866485170405,0.35288706721884183,0.3884254583097336,0.0064454192992376425,0.3401033754303689,0.23895390281109616,-0.017182543218013796,0.3419957368974335,0.18829877644462537,-0.02573186818172972,0.35170363195888293,0.19449614583983194,-0.0258600044677149,0.32130627163428377,0.3996814772581874,0.00521290244799456,0.30159350774326293,0.24445805820732658,-0.013534975515719284,0.3003026306515966,0.1796945553982634,-0.01759257406646659,0.3058617321066369,0.1544662509401551,-0.01768553439273142,0.29711171325460956,0.43270591278472686,0.004114492430529675,0.27485169164138906,0.29206210919533265,-0.014712424970907932,0.26507863914027846,0.20878159633950438,-0.02298472512267126,0.26215051513365567,0.15702330218545762,-0.027134475375180857,0.28157610562726604,0.47561456117064177,0.003395368759305184,0.24882277858687332,0.39246964291471365,-0.013142569665911964,0.22757942287432995,0.3410597988045023,-0.02076073454920841,0.21254020407534627,0.3004166782993921,-0.02409879003423193
0.31518969760264026,0.6819074395978147,0.05276977913932446,0.3614999740222888,0.6085357852936476,0.031653861997785,0.38487031791019755,0.5149920589061733,0.012157671041853776,0.4081014861731136,0.42852857212915596,-0.0043413518547612134,0.430076553268352,0.3727970766325075,-0.017945853588831783,0.3296768884339047,0.3753932773711772,-0.0003700691903663206,0.32713993399689056,0.21991362751426835,-0.023238712649071912,0.33840693447030956,0.15322432609475606,-0.03160747248829014,0.35305598601826715,0.12775505592163522,-0.03370762334821368,0.3004290385429349,0.3855497682528934,0.004718156586775699,0.28981279139023514,0.22707100600774463,-0.01763855299226173,0.30193949301450396,0.1637801729388359,-0.021510882200538126,0.3184310907376203,0.14845594211329088,-0.018775227805456304,0.2787992884250423,0.4169233787078113,0.010689376453585912,0.25708524004586686,0.2754072924566869,-0.010604773953044613,0.25220621495680967,0.1866673432517857,-0.02054020277579667,0.25286097212814845,0.1301396014649898,-0.024686857220153145,0.268174965957565,0.4557160294428502,0.016690044618327803,0.23686460309811333,0.3722244171029286,-0.0007617099281866484,0.2172311740850014,0.3211753266892345,-0.009663674614652343,0.20237367016114483,0.2824707560547839,-0.013375968605558172
0.3146832804846874,0.6839779030664381,0.05107443590835057,0.36096620237250765,0.6073997536897409,0.03121065143374911,0.38440226423828155,0.5144020909692898,0.013051119678643294,0.4069387030475521,0.42700805511062584,-0.0025323883910453107,0.42935687280272894,0.37268322272826004,-0.015190518939782554,0.3297642018374055,0.3770667166391649,6.544910006039961e-06,0.3265542350690065,0.21939814255752088,-0.022352009821202876,0.33749223971522424,0.1559043095843285,-0.02976497920010697,0.3525310242621838,0.13504899683873742,-0.030993751033462122,0.30057587600001,0.38739926921106427,0.004707039642230879,0.288548339449774,0.22716577161225407,-0.016632350546461304,0.2996952486208195,0.1640558971401834,-0.019893042021697546,0.3158918257054402,0.14847341312690557,-0.017154530027756527,0.2789913005078205,0.4192795685681787,0.010294891769378534,0.2581540330603455,0.2772048410003157,-0.010115148691691871,0.2526800011902325,0.19008879362140163,-0.019855924777167265,0.2530470163104581,0.13531178706624708,-0.024129249736792917,0.2679844978362566,0.45778901328545724,0.01592524093494986,0.23752517002944834,0.3743318576010809,-0.001403003867796012,0.21792130124805562,0.32257308803171203,-0.010734087155011198,0.2030573210886935,0.2834190558044888,-0.014888007056548504
0.31656140222766116,0.6815590928696345,0.05056556280246155,0.36193752103258,0.605791772436768,0.03157524890862725,0.3853783309856562,0.5138409931985924,0.013741009236505283,0.40852317463331833,0.4275128536474961,-0.0014394248500130824,0.43086204550597734,0.37230785955532003,-0.013864792432690197,0.33012487379302674,0.37811512621995663,0.00012033578244485463,0.32771104137152274,0.22301945299760734,-0.021453039480515385,0.3376925666944001,0.15734255928554766,-0.02831212172626192,0.3521198016932351,0.135162238645934,-0.029150603442135836,0.300745978218257,0.3867722248383705,0.004650869988495784,0.2889081119571202,0.2259332999840838,-0.01611790781216194,0.29905606448778205,0.16385110843846973,-0.018489428896191012,0.31464623124690655,0.14865604372548194,-0.01513084372145017,0.2792712720578225,0.4175706963991749,0.010227435959105653,0.2585177930236352,0.2750560915585803,-0.010210717984101357,0.2529582193914953,0.18784409665559001,-0.019926877939861226,0.2532693276813095,0.13285281484067166,-0.024149998771110036,0.2686036139603252,0.4553488940896231,0.01608981281734242,0.23860055373363667,0.37305322879569275,-0.0010602882712373654,0.2192986129706129,0.32308062219743156,-0.010099522321632057,0.2044965719996422,0.2857577785124269,-0.014067622153929732
