LDA_feature,y
-3.284092403672785,0.0
3.854894038209786,1.0
-5.073205064948223,0.0
3.7356396791055246,1.0
3.8029117774509045,1.0
3.779439992264973,1.0
-3.74817080469609,0.0
3.7098191945011907,1.0
-3.402301134486957,0.0
-3.8645962388745447,0.0
-1.5792339412765295,1.0
3.790589584065589,1.0
3.514458153678413,1.0
-2.902785015953596,0.0
3.778950687994472,1.0
-3.2302082032518875,0.0
3.393293288573082,1.0
2.9921861043996256,1.0
3.495689134512471,1.0
4.224092552672314,1.0
1.489017331736512,1.0
-3.1184499621472153,0.0
2.762444286882147,1.0
-3.4051662420685154,0.0
-2.740151255187139,0.0
2.7825320191630776,1.0
4.425849504552427,1.0
-1.5154062013830072,0.0
4.003724174647483,1.0
3.8688578444508455,1.0
-5.811663817902897,0.0
-2.6666430777921057,0.0
-3.782612356050475,0.0
-5.144858109681499,0.0
2.212301975237137,1.0
-3.075242434806584,0.0
2.563344304828741,1.0
0.48202828444301477,1.0
-0.5145863021235503,0.0
3.1897600965014132,1.0
3.90246667723817,1.0
3.595125084880404,1.0
-4.2460936364266475,0.0
2.9411294472633243,1.0
-3.8327046440508417,0.0
3.3963656578949304,1.0
3.3991873598190083,1.0
-3.481646534571512,0.0
-1.8192993189759807,0.0
-3.8006514925290658,0.0
3.52778668169184,1.0
-3.3960415136988944,0.0
3.6966480647523454,1.0
-1.0683138418692173,0.0
3.4055154293428123,1.0
-3.748835676960357,0.0
-3.323556424352372,0.0
3.8365900812683407,1.0
3.7356294474432428,1.0
3.3989842945126854,1.0
-1.5361994988990142,0.0
-2.7490105296686638,0.0
3.264277016732544,1.0
-3.4763445197352434,0.0
-3.3785487697182943,0.0
2.047564271980537,1.0
-2.9365779984568947,0.0
4.417579833142982,1.0
-3.1446995319350033,0.0
2.985614997424466,1.0
3.7816642753266465,1.0
-4.458927801947324,0.0
1.7943656013003766,1.0
4.392851941158947,1.0
-3.6393092728461482,0.0
3.526912712966773,1.0
-3.5489484171636683,0.0
-2.731934683227615,0.0
-4.077577586580883,0.0
-2.793837911106689,0.0
-3.5101759931584735,0.0
3.80199473454419,1.0
3.5350783336958926,1.0
-3.8067124344240337,0.0
3.680088973751803,1.0
3.4490360904739426,1.0
3.4882567342490898,1.0
-3.665693624193846,0.0
2.949406005964792,1.0
-2.6775862002071453,0.0
-3.3533954716530157,0.0
-2.9268312080327354,0.0
3.5133232796926057,1.0
4.1689633837031295,1.0
2.8958151592617267,1.0
3.6670238123593926,1.0
-5.021898170580942,0.0
-3.341737952137526,0.0
